This is a summary of the actual merkle distributor deployed (with some USDC and DAI pod addresses omitted),,
address,earnings,reasons
0xd0c838486120cda746ca514f76c70938bf708b90,686.8584554,"V2_DAI,V3_DAI"
0xb21731d830b7e8460e5d6c66dc1ccc0a5d0a6b87,686.8309884,"snapshot,V2_DAI,V3_DAI,V3_UNI"
0x6ddaea5248b232ffcf9aaca1af5a51d03c215684,686.2166432,"snapshot,V3_DAI"
0xe4f80b148e9d4f2c47ff5d25c6f4a5b0c44b10d5,682.707209,"V2_DAI_POD,V2_DAI"
0xe000802f5005ed958793e7f0520a766f583b70ab,681.4589495,"snapshot,V3_UNI,V3_DAI,V3_USDC"
0x8e7bd3dc5a41971455a7e5af99c3ab77766b964e,681.4057183,V3_DAI
0x60e9762d7d29f17c017ac45cc03ee0eb996ffdd8,680.8010773,"V2_DAI,V2_SAI,V3_UNI"
0xc4eaf72bc568d82bd82e7a1c1c0d0fc536984dc7,679.7928257,"V2_DAI,V3_DAI"
0xfabb77b3a0adb9a5006bef3d692e11621c2d0aef,679.6366544,"V2_DAI,V3_DAI"
0x8445271fca0d979aae411f0b72f4ee9a620d41d7,675.9778616,"snapshot,V1,V3_DAI"
0x8d899892410cdbd8d27e251ca699672b94730ec4,675.667089,"snapshot,V3_DAI"
0x3056bdc47ad6edb397b0cb0ee4bd5da4de27ce61,672.5783055,"snapshot,V3_DAI"
0xc80fdaccc65dcd6ed030fc416190f1c2ab7b12ac,672.4831407,"V2_DAI,V3_DAI,V2_USDC,V2_SAI"
0x494c8747d00967ed5dfac789580857d0d2d54fee,672.1682256,"snapshot,V2_DAI,V3_DAI"
0xd02ae906edc339872b8300020fc4411c4f4036e1,666.5704978,"snapshot,V2_DAI,V3_DAI"
0x4d7fa87369413789c6dba3110a4288d97117aeb5,661.7000779,"V2_DAI_POD,V2_DAI,V2_SAI,V2_USDC,V3_DAI,V1,V2_USDC_POD"
0x74ce4e83f51df964508371233776b5c61e955bd7,660.1551963,"V2_SAI,V2_DAI"
0x1f000b42663c3756b969d210203111356c286f95,659.1881386,"V1,V2_SAI"
0x04ea72b1e2982ab6c3e7ddc8d6f1a4340f2aa1d5,658.4849017,"snapshot,V2_DAI,V3_DAI"
0x4f3a36c91c392781536348c03dfb8f6e265c277d,656.8199451,"V2_USDC,V2_DAI,V2_SAI,V2_DAI_POD"
0x317b3d59aafd0ccfbc2e86319e1b9345fb710438,654.8634915,"snapshot,V3_DAI,V2_DAI"
0xde6c24b75f90022f279340001dac82656e7b7bf6,654.5110386,V2_SAI
0xb525f6b3b5efcc0c54582de2f08d890f7793e3e4,650.6199505,"snapshot,V2_DAI,V3_DAI"
0xe5048cd6ed8ae117ceb935a24211882d0aa1879a,650.3293046,"V3_DAI,V3_USDC"
0xe2f35b376461e7fdd2f2e45248e4c3cd9626a933,647.8405477,"V3_DAI,V2_USDC"
0x9a5319f3b5fb36db122a8aad9f7b8bbcab6da5eb,647.6698141,"snapshot,V2_DAI,V3_DAI"
0x008c2b6e55284a2ea09c62d50a7da4c7c151dec9,647.1934476,"snapshot,V2_DAI,V3_DAI"
0x2d5c4f5b466362f9129a8d34916c49d0e8332e98,647.1396736,V2_DAI
0xda846cb03abe7db781cf6d9ccd7bfcc13b7c8849,647.1278492,V3_DAI
0x20e85243e64b81dbd40d79963db55620060206a8,644.9544115,"V2_DAI,V2_SAI"
0x2140c7f76afe53c74603927973c9610bcb08c587,644.7789664,"snapshot,V2_DAI,V2_USDC,V2_USDC_POD,V2_DAI_POD,V2_SAI,V3_DAI"
0x56656ada4da72e587408d330e66a85b35516ee20,644.5194527,"V3_USDC,V3_DAI"
0x000b79f52356189c80a9d3ada3911d4438218516,643.9363579,"V2_USDC,V2_DAI"
0x39e7e60a6294400a92a865b5019186dba598b23d,643.7344443,"V3_DAI,V3_UNI"
0x5ec22416eb77af5ecf625865149143edda5951f2,643.5662705,V3_DAI
0x6716b017f7fe6bfbed8ecfdf4deca086e2a4f339,643.5538926,"V2_DAI,V3_DAI"
0x93f360913c8e30409f75471368cbb3c0123469dd,641.1109349,V2_DAI
0x2f55381f513b93eb2f91e778610878ba0e958b12,638.1353356,"snapshot,V1,V2_DAI,V2_SAI,V3_DAI"
0x6b1029c9ae8aa5eea9e045e8ba3c93d380d5bdda,638.1300722,V3_DAI
0x15f89a8860641ee00f1146a2f9aa2cf9a7833495,637.7337316,"V2_DAI,V3_DAI"
0xcfbcdc0b671ef859ad98bbc35e2031bc8c1aeae5,636.9446331,"V2_DAI,V2_SAI,V2_DAI_POD,V3_DAI"
0x7c1908d49266ba2999c41b07b0895c33821f53a9,636.4049063,V3_DAI
0xd59e99927018b995ee9ad6b9003677f1e7393f8a,636.0565981,V3_DAI
0xdaa070d909e010211606144ede5b2ca6864c2c1c,632.7809583,"snapshot,V3_DAI,V2_DAI"
0xd43f3716cbb9386352880a9bd52f7f07ac01752b,630.2441247,"snapshot,V2_DAI,V3_DAI"
0xe5c29d4075678e0b15826ea93c38484d6274f74d,628.3288262,"V2_DAI,V2_DAI_POD,V3_DAI"
0xed174053c8c9e4441d2dfa9e9768adbb00eefa42,628.0843536,"V2_USDC,V2_DAI,V3_DAI"
0x3c9e500f7d59f635f3c297ea25710494e23824a8,626.1329393,V2_USDC
0x7843f953614a8d8f25673e8352891a8a98de0669,625.56517,"V2_DAI,V3_DAI"
0x55a9c5180dcafc98d99d3f3e4b248e9156b12ac1,625.2413544,V3_DAI
0x5990491f5d359e4043d126c36b03cf58146e3dda,624.5535102,"snapshot,V3_DAI"
0x7f3c9d3f137fdff557d34fba7f9eb1298e8e9eaf,623.1168672,"snapshot,V3_DAI"
0x5bdaaa781aee389dd5a403bf9df9b009ab1d20c7,621.831831,V2_DAI
0xdecfce6476a66bf8cb1a9f3005ce5496363a99de,621.2309479,"snapshot,V2_DAI,V3_DAI"
0x097a877ef27b1d7d0c63d10db3eefc3753aaca7c,619.880457,"snapshot,V2_DAI_POD,V2_DAI,V2_SAI,V2_USDC,V1,V3_DAI"
0x5a845ebd2bbf857e9b9a478bf4d6ed9b74f96357,618.5847108,"snapshot,V3_DAI"
0x08444dd50ec6a9022a3ca202abb3e286922c7aa1,617.298594,"V2_DAI,V2_SAI,V3_DAI"
0xa769f7454f87ae67cfc31d4d87917dcae7f57ce2,614.8377,"V2_DAI_POD,V2_DAI"
0x522e5eb34d4bd9b6d3ce30f29c60ca88cafe557d,614.6395693,V2_DAI
0xf3b0badaf1ffc24b30056e97db9611cc14f5d891,614.0741697,"snapshot,V2_DAI,V3_DAI"
0xc70a5a431b4f137b785b7adbe1c37b048994a4c4,613.2066674,"snapshot,V3_DAI,V2_DAI"
0x30b655d04544255f7e64ea5d26aef3d9935c9a4b,613.0614744,"snapshot,V2_DAI,V2_USDC,V3_DAI"
0x450fdd8dcce11b6117d3c0f5db1a42fb44f5570b,611.713373,V2_USDC
0x57369b8f816fee193a710ab71cefa824d2e78676,611.3568132,V2_DAI
0x0fe6a0d38729129dc89260e4b830c866c3de0eec,610.2081361,"V3_DAI,V2_DAI"
0x6899ee0646087a0b5e51ca519288cb544cef8d54,609.2785544,"snapshot,V2_DAI,V3_DAI"
0x74f0ef88878bad5c38ee76144ebb723c94e25a86,609.0590751,"V2_SAI,V3_UNI,V2_DAI"
